"id","fqdn/ip","port","severity","finding","cve","cwe"
"service","www.landes.gouv.fr/77.159.252.140","443","INFO","HTTP","",""
"pre_128cipher","www.landes.gouv.fr/77.159.252.140","443","INFO","No 128 cipher limit bug","",""
"SSLv2","www.landes.gouv.fr/77.159.252.140","443","OK","not offered","",""
"SSLv3","www.landes.gouv.fr/77.159.252.140","443","OK","not offered","",""
"TLS1","www.landes.gouv.fr/77.159.252.140","443","INFO","not offered","",""
"TLS1_1","www.landes.gouv.fr/77.159.252.140","443","INFO","not offered","",""
"TLS1_2","www.landes.gouv.fr/77.159.252.140","443","OK","offered","",""
"TLS1_3","www.landes.gouv.fr/77.159.252.140","443","OK","offered with final","",""
"ALPN_HTTP2","www.landes.gouv.fr/77.159.252.140","443","OK","h2","",""
"ALPN","www.landes.gouv.fr/77.159.252.140","443","INFO","http/1.1","",""
"cipherlist_NULL","www.landes.gouv.fr/77.159.252.140","443","OK","not offered","","CWE-327"
"cipherlist_aNULL","www.landes.gouv.fr/77.159.252.140","443","OK","not offered","","CWE-327"
"cipherlist_EXPORT","www.landes.gouv.fr/77.159.252.140","443","OK","not offered","","CWE-327"
"cipherlist_LOW","www.landes.gouv.fr/77.159.252.140","443","OK","not offered","","CWE-327"
"cipherlist_3DES_IDEA","www.landes.gouv.fr/77.159.252.140","443","INFO","not offered","","CWE-310"
"cipherlist_OBSOLETED","www.landes.gouv.fr/77.159.252.140","443","INFO","not offered","","CWE-310"
"cipherlist_STRONG_NOFS","www.landes.gouv.fr/77.159.252.140","443","INFO","not offered","",""
"cipherlist_STRONG_FS","www.landes.gouv.fr/77.159.252.140","443","OK","offered","",""
"cipher_order-tls1_2","www.landes.gouv.fr/77.159.252.140","443","OK","server","",""
"cipherorder_TLSv1_2","www.landes.gouv.fr/77.159.252.140","443","INFO","ECDHE-RSA-AES128-GCM-SHA256","",""
"cipher_order","www.landes.gouv.fr/77.159.252.140","443","OK","server","",""
"FS","www.landes.gouv.fr/77.159.252.140","443","OK","offered","",""
"FS_ciphers","www.landes.gouv.fr/77.159.252.140","443","INFO","DHE-RSA-AES128-GCM-SHA256 DHE-RSA-AES256-GCM-SHA384 ECDHE-RSA-AES128-GCM-SHA256 ECDHE-RSA-AES256-GCM-SHA384","",""
"FS_ECDHE_curves","www.landes.gouv.fr/77.159.252.140","443","OK","prime256v1 secp384r1 secp521r1","",""
"TLS_extensions","www.landes.gouv.fr/77.159.252.140","443","INFO","'server name/#0' 'max fragment length/#1' 'supported_groups/#10' 'EC point formats/#11' 'application layer protocol negotiation/#16' 'extended master secret/#23' 'supported versions/#43' 'key share/#51' 'renegotiation info/#65281'","",""
"TLS_session_ticket","www.landes.gouv.fr/77.159.252.140","443","INFO","no -- no lifetime advertised","",""
"SSL_sessionID_support","www.landes.gouv.fr/77.159.252.140","443","INFO","yes","",""
"sessionresumption_ticket","www.landes.gouv.fr/77.159.252.140","443","INFO","not supported","",""
"sessionresumption_ID","www.landes.gouv.fr/77.159.252.140","443","INFO","supported","",""
"TLS_timestamp","www.landes.gouv.fr/77.159.252.140","443","INFO","random","",""
"certificate_compression","www.landes.gouv.fr/77.159.252.140","443","INFO","none","",""
"clientAuth","www.landes.gouv.fr/77.159.252.140","443","INFO","none","",""
"cert_numbers","www.landes.gouv.fr/77.159.252.140","443","INFO","1","",""
"cert_signatureAlgorithm","www.landes.gouv.fr/77.159.252.140","443","OK","SHA256 with RSA","",""
"cert_keySize","www.landes.gouv.fr/77.159.252.140","443","INFO","RSA 2048 bits (exponent is 65537)","",""
"cert_keyUsage","www.landes.gouv.fr/77.159.252.140","443","INFO","Digital Signature, Key Encipherment","",""
"cert_extKeyUsage","www.landes.gouv.fr/77.159.252.140","443","INFO","TLS Web Server Authentication","",""
"cert_serialNumber","www.landes.gouv.fr/77.159.252.140","443","INFO","94856721D63E3F6A76B1DCE42B021C02","",""
"cert_serialNumberLen","www.landes.gouv.fr/77.159.252.140","443","INFO","16","",""
"cert_fingerprintSHA1","www.landes.gouv.fr/77.159.252.140","443","INFO","AD109056F355308E2CED536601D80737E3539F0D","",""
"cert_fingerprintSHA256","www.landes.gouv.fr/77.159.252.140","443","INFO","679BB7944AD552696F60D7BF35BC99DE963D69D6230689458506D4EC1E0511DB","",""
